"","Meses","hn","variable","paisx","pond","ln_hn","ln_x","dln_hn","dln_x","d12ln_hn","d12ln_x","dln_itcer","d12ln_itcer"
"31",1997-07-01,24.5752027625795,"ip","cr",0.0413,3.2017379167654,3.09422824185485,1.39665765620705,0.843886864586452,18.6294812531663,12.466201540656,0.0228294336939305,0.254543452126676
"32",1997-08-01,24.8771600151775,"ip","cr",0.0413,3.21395011405574,3.10522461393164,1.22121972903422,1.09963720767863,17.1183812383498,12.6184369973973,0.00502135813198586,0.185847697151339
"33",1997-09-01,24.9572244382148,"ip","cr",0.0413,3.21716333692597,3.10127983564062,0.321322287023218,-0.394477829101669,15.7517171147481,11.2854489455234,0.0295625447959578,0.184456875388978
"34",1997-10-01,24.890885344841,"ip","cr",0.0413,3.21450168604987,3.10303499186127,-0.266165087610482,0.175515622064859,14.0157204747192,10.1907960500761,-0.0182414133095916,0.157969378737757
"35",1997-11-01,25.0807524051867,"ip","cr",0.0413,3.22210071552153,3.11955710683241,0.759902947166458,1.65221149711439,12.807385679376,10.8287510861897,-0.0368523431128495,0.0817176086985906
"36",1997-12-01,25.1356537238409,"ip","cr",0.0413,3.22428730531402,3.12814453616106,0.218658979248776,0.85874293286472,12.0254689789824,10.6358590881479,-0.0264354672843385,0.0573908884914629
"37",1998-01-01,25.3438212237381,"ip","cr",0.0413,3.23253496161953,3.14383945005942,0.824765630550894,1.56949138983564,10.788096424599,10.1346882603754,-0.0307571738584601,0.0269857571824343
"38",1998-02-01,25.9728988333173,"ip","cr",0.0413,3.25705364182953,3.15388978591292,2.45186802099986,1.00503358535016,10.7967005918727,10.5360515657826,0.0597542621923327,0.0107648047775206
"39",1998-03-01,26.4121093825507,"ip","cr",0.0413,3.27382259371973,3.16466485908088,1.67689518902074,1.07750731679586,11.7112032698276,10.50857526392,0.0247547191228879,0.049668536643984
"40",1998-04-01,26.8696203713356,"ip","cr",0.0413,3.29099629418132,3.17246617148585,1.71737004615857,0.780131240497672,12.8460473968781,9.96960618579226,0.0387079626737952,0.118797022017844
"41",1998-05-01,27.189878063485,"ip","cr",0.0413,3.30284477402546,3.18020709423029,1.18484798441409,0.774092274443783,12.7802778307692,10.2478669282937,0.0169642108217739,0.10458857027224
"42",1998-06-01,27.6679770467652,"ip","cr",0.0413,3.32027568114298,3.18788855508505,1.7430907117522,0.768146085475641,13.2504340939656,10.2099181876061,0.0402652130652221,0.125573306932646
"43",1998-07-01,28.2147026783631,"ip","cr",0.0413,3.33984321365029,3.20505807248732,1.95675325073097,1.71695174022699,13.8105296884895,11.0829830632467,0.00990380238381432,0.11264767562253
"44",1998-08-01,28.2558786673538,"ip","cr",0.0413,3.34130153036341,3.22504698022925,0.145831671311969,1.99889077419284,12.7351416307673,11.9822366297609,-0.07653134094898,0.0310949765415643
"45",1998-09-01,28.340518200279,"ip","cr",0.0413,3.34429251921459,3.22115895044802,0.299098885118187,-0.388802978122449,12.7129182288622,11.9879114807401,0.0284103469518383,0.0299427786974447
"46",1998-10-01,28.4983594914097,"ip","cr",0.0413,3.34984652391294,3.22427058267472,0.555400469835154,0.311163222669641,13.5344837863079,12.1235590813449,0.0100869983079357,0.058271190314972
"47",1998-11-01,28.8575056176059,"ip","cr",0.0413,3.36237011917401,3.23738805471361,1.25235952610674,1.31174720388918,14.0269403652482,11.7830947881197,-0.00245271109241481,0.0926708223354066
"48",1998-12-01,29.0679606724469,"ip","cr",0.0413,3.36963655980339,3.24464414918138,0.726644062937654,0.725609446777264,14.534925448937,11.6499613020322,4.27296474240713e-05,0.119149019267169
"49",1999-01-01,29.5666476502224,"ip","cr",0.0413,3.38664695747548,3.26237042890699,1.70103976720948,1.77262797256059,15.4111995855956,11.8530978847572,-0.00295659288100101,0.146949600244628
"50",1999-02-01,29.820566248998,"ip","cr",0.0413,3.39519829805631,3.26981925291998,0.855134058082285,0.744882401299041,13.8144656226781,11.5929467007061,0.004553393425148,0.0917487314774436
"51",1999-03-01,29.9097808918111,"ip","cr",0.0413,3.39818554703198,3.26610177651985,0.298724897567082,-0.371747640013265,12.4362953312244,10.1436917438969,0.0276905158020683,0.094684528156624
"52",1999-04-01,30.0127208642877,"ip","cr",0.0413,3.40162132059693,3.26721847121992,0.343577356495706,0.111669470007536,11.0625026415615,9.4752299734068,0.00957779571196141,0.0655543611947902
"53",1999-05-01,30.2483390235119,"ip","cr",0.0413,3.40944127465568,3.27536968345063,0.781995405874225,0.815121223070658,10.6596500630217,9.51625892203367,-0.00136809625021269,0.0472220541228036
"54",1999-06-01,30.6097727046519,"ip","cr",0.0413,3.42131932740384,3.28929442291912,1.18780527481661,1.39247394684929,10.1043646260861,10.1405867834073,-0.00845281615494976,-0.0014959750973682
"55",1999-07-01,30.8453908638761,"ip","cr",0.0413,3.42898733445281,3.2918384911639,0.766800704896253,0.254406824477504,8.91441208025134,8.67804186765784,0.0211618672612943,0.00976208978011181
"56",1999-08-01,31.0993094626518,"ip","cr",0.0413,3.43718561516543,3.29762931443986,0.819828071262041,0.579082327596359,9.58840848020142,7.25823342106136,0.00994279921339268,0.0962362299424845
"57",1999-09-01,31.3257774021003,"ip","cr",0.0413,3.44444131777986,3.30410415720437,0.725570261443664,0.647484276451049,10.0148798565269,8.29452067563485,0.00322495118019501,0.0710508341708412
"58",1999-10-01,31.6117217700908,"ip","cr",0.0413,3.45352799390234,3.31869776021416,0.90866761224766,1.45936030097942,10.3681469989394,9.44271775394463,-0.0227436080446216,0.0382202278182839
"59",1999-11-01,31.9136790226888,"ip","cr",0.0413,3.46303472736696,3.32819317180765,0.950673346462283,0.949541159349021,10.0664608192949,9.08051170940447,4.67593277777167e-05,0.0407196982384765
"60",1999-12-01,32.2476620445018,"ip","cr",0.0413,3.47344554586978,3.34106067676831,1.04108185028178,1.28675049606559,10.3808986066391,9.6416527586928,-0.0101461150708715,0.0305308535201809
"61",2000-01-01,32.4077908905766,"ip","cr",0.0413,3.47839885347821,3.35852986566257,0.495330760842894,1.74691888942577,9.17518960027248,9.61594367555798,-0.051690589710473,-0.0182031433092911
"62",2000-02-01,32.8973276485763,"ip","cr",0.0413,3.49339142798523,3.37302531582959,1.49925745070245,1.44954501670211,9.81931299289265,10.3206062909611,0.00205312352421394,-0.0207034132102252
"63",2000-03-01,33.20843512095,"ip","cr",0.0413,3.50280391356028,3.37969645464661,0.94124855750497,0.667113881702219,10.4618366528305,11.3594678126765,0.0113217621106536,-0.0370721669016399
"64",2000-04-01,33.6275707098552,"ip","cr",0.0413,3.51534628733737,3.37636644823942,1.25423737770909,-0.333000640718728,11.3724966740439,10.9147977019503,0.0655529301610688,0.0189029675474676
"65",2000-05-01,33.9499827013209,"ip","cr",0.0413,3.52488834447058,3.37536528012643,0.954205713320677,-0.100116811299333,11.5447069814904,9.99955966758028,0.0435435202668064,0.0638145840644867
"66",2000-06-01,34.2792647533054,"ip","cr",0.0413,3.53454064522959,3.3889619080924,0.965230075901014,1.35966279659709,11.3221317825748,9.96674851732808,-0.0162900713647481,0.0559773288546883
"67",2000-07-01,34.5049983876169,"ip","cr",0.0413,3.54110419434359,3.40205110020241,0.656354911400392,1.3089192110014,11.2116859890789,11.021260903852,-0.0269509055735217,0.00786455601987224
"68",2000-08-01,34.6662366978394,"ip","cr",0.0413,3.54576620744941,3.4085320042865,0.466201310581127,0.648090408408297,10.858059228398,11.0902689846639,-0.00751201974026214,-0.00959026293378258
"69",2000-09-01,34.7307320219284,"ip","cr",0.0413,3.54762494404403,3.41240048106442,0.185873659462521,0.386847677792046,10.3183626264169,10.8296323860049,-0.00830022695700938,-0.021115441070987
"70",2000-10-01,34.9242179941954,"ip","cr",0.0413,3.55318051388863,3.41881487124208,0.555556984460193,0.641439017766388,9.96525199862939,10.0117111027919,-0.00354692797554585,-0.00191876100191123
"71",2000-11-01,35.3111899387294,"ip","cr",0.0413,3.56419990913824,3.42709253709986,1.10193952496105,0.827766585778189,10.1165181771282,9.88993652922106,0.0113233423882521,0.00935782205856315
"72",2000-12-01,35.5046759109964,"ip","cr",0.0413,3.56966440361032,3.43844196535577,0.54644944720792,1.13494282559063,9.6218857740543,9.7381288587461,-0.0243047765272061,-0.00480083939777145
"73",2001-01-01,35.8271525314415,"ip","cr",0.0413,3.57870605652727,3.45244997651188,0.904165291694969,1.40080111561107,10.0307203049064,9.3920110849314,-0.020511059527735,0.0263786907849665
"74",2001-02-01,36.2786198000645,"ip","cr",0.0413,3.59122858152616,3.46382246729952,1.25225249988907,1.13724907876365,9.78371535409299,9.07971514699293,0.00474964129248009,0.0290752085532326
"75",2001-03-01,36.6010964205095,"ip","cr",0.0413,3.60007819680315,3.48079257151798,0.88496152769828,1.6970104218462,9.7274283242863,10.1096116871369,-0.0335376193283091,-0.0157841728857301
"76",2001-04-01,36.826830054821,"ip","cr",0.0413,3.6062266571036,3.49333379292329,0.614846030045202,1.2541221405308,9.08803697662242,11.6967344683864,-0.0264021033630552,-0.107739206409854
"77",2001-05-01,37.2782973234441,"ip","cr",0.0413,3.61841131611997,3.50013553436111,1.21846590163677,0.680174143782253,9.35229716493851,12.477025423468,0.0222314495993914,-0.129051277077269
"78",2001-06-01,37.5040309577556,"ip","cr",0.0413,3.62444841940631,3.50278454253269,0.603710328634133,0.264900817157754,8.99077741767162,11.3822634440287,0.0139928328239745,-0.0987683728885465
"79",2001-07-01,37.6975169300226,"ip","cr",0.0413,3.62959422835971,3.50893840810707,0.5145808953404,0.61538655743778,8.84900340161163,10.6887307904651,-0.00416327384462182,-0.0759807411596466
"80",2001-08-01,37.9554982263786,"ip","cr",0.0413,3.63641437414792,3.51679527960229,0.682014578820844,0.78568714952203,9.06481666985135,10.8263275315788,-0.00428167716995896,-0.0727503985893435
"81",2001-09-01,38.2457271847791,"ip","cr",0.0413,3.64403184644531,3.52286378543867,0.761747229739385,0.606850583638074,9.64069024012821,11.0463304374248,0.00639723148398411,-0.05805294014835
"82",2001-10-01,38.3102225088681,"ip","cr",0.0413,3.64571676681023,3.52286378543867,0.168492036491941,0,9.25362529215996,10.4048914196584,0.00695872110711715,-0.047547291065687
"83",2001-11-01,38.5037084811351,"ip","cr",0.0413,3.65075456084019,3.53175528242268,0.503779402995752,0.889149698401104,8.65546517019466,10.4662745322813,-0.015915793200241,-0.0747864266541801
"84",2001-12-01,38.6326991293131,"ip","cr",0.0413,3.65409904556304,3.5425477757047,0.334448472284699,1.07924932820227,8.44346419527144,10.410581034893,-0.0307602753493957,-0.0812419254763697
"85",2002-01-01,38.7616897774911,"ip","cr",0.0413,3.6574323819828,3.55378384897163,0.33333364197583,1.12360732669261,7.8726325455523,10.1333872459745,-0.032638303178803,-0.0933691691274376
"86",2002-02-01,39.1809093840697,"ip","cr",0.0413,3.66818962266229,3.55824316516839,1.07572406794958,0.445931619676498,7.69610411361281,9.44206978688737,0.0260104281136782,-0.0721083823062395
"87",2002-03-01,39.4066430183812,"ip","cr",0.0413,3.67393440661918,3.56599943673975,0.574478395689226,0.775627157135883,7.38562098160376,8.52068652217706,-0.00830744384774692,-0.0468782068256773
"88",2002-04-01,39.6968719767817,"ip","cr",0.0413,3.6812723930721,3.56765369683578,0.733798645291239,0.165426009602632,7.5045735968498,7.43199039124889,0.0234737898539395,0.00299768639131745
"89",2002-05-01,39.8903579490487,"ip","cr",0.0413,3.68613463928013,3.57396979637216,0.486224620803455,0.631609953638623,6.77233231601648,7.38342620110526,-0.00600441424609246,-0.0252381774541664
"90",2002-06-01,40.3418252176717,"ip","cr",0.0413,3.69738877735455,3.58024625305246,1.12541380744231,0.627645668029508,7.29403579482466,7.74617105197701,0.0205578241577487,-0.0186731861203922
"91",2002-07-01,40.6643018381167,"ip","cr",0.0413,3.70535060285256,3.59482928221474,0.79618254980085,1.45830291622837,7.57563744928511,8.5890874107676,-0.0273455711334566,-0.041855483409227
"92",2002-08-01,40.9222831344727,"ip","cr",0.0413,3.71167473460203,3.60655649550538,0.632413174946844,1.17272132906341,7.52603604541111,8.97612159030898,-0.0223147267650141,-0.0598885330042821
"93",2002-09-01,40.9867784585618,"ip","cr",0.0413,3.7132495380771,3.61052318059548,0.157480347506622,0.396668509010523,6.92176916317835,8.76593951568143,-0.00987847107011109,-0.0761642355583773
"94",2002-10-01,41.2125120928733,"ip","cr",0.0413,3.71874190182512,3.61709955573724,0.549236374802575,0.657637514176379,7.30251350148898,9.42357702985781,-0.0044769670561381,-0.0875999237216326
"95",2002-11-01,41.4704933892293,"ip","cr",0.0413,3.72498217168521,3.62753261855119,0.624026986008497,1.04330628139473,7.42276108450173,9.57773361285144,-0.0173162348994514,-0.0890003654208429
"96",2002-12-01,41.7607223476298,"ip","cr",0.0413,3.73195624102128,3.63502909930855,0.697406933607336,0.749648075735543,7.78571954582437,9.24813236038471,-0.00215755916989493,-0.0603976492413422
"97",2003-01-01,42.1154466301193,"ip","cr",0.0413,3.74041457672402,3.64144678273955,0.845833570273813,0.641768343100635,8.29821947412235,8.76629337679273,0.00842789388225225,-0.0193314521802869
"98",2003-02-01,42.6636568848758,"ip","cr",0.0413,3.7533474310026,3.64960177186886,1.29328542785792,0.815498912930579,8.51578083403068,9.13586067004681,0.019732583066499,-0.0256092972274662
"99",2003-03-01,42.8248951950984,"ip","cr",0.0413,3.75711959692402,3.65592690364583,0.377216592142382,0.632513177696925,8.31851903048384,8.99274669060786,-0.0105437489834026,-0.0278456023631219
"100",2003-04-01,43.0506288294099,"ip","cr",0.0413,3.76237683772199,3.66546512856945,0.525724079797074,0.95382249236251,8.11044446498967,9.78114317336773,-0.0176804644389525,-0.0689998566560139
"101",2003-05-01,43.1151241534989,"ip","cr",0.0413,3.76387384398959,3.67069748135646,0.149700626759319,0.523235278700174,7.77392047094554,9.67276849842928,-0.0154269811251573,-0.0784224235350787
"102",2003-06-01,43.2441148016769,"ip","cr",0.0413,3.76686115016932,3.67738481277957,0.298730617973542,0.668733142311506,6.94723728147677,9.71385597271128,-0.0152811042551579,-0.114261351947985
"103",2003-07-01,43.4053531118994,"ip","cr",0.0413,3.77058277709232,3.68549794886144,0.372162692299449,0.811313608186559,6.52321742397537,9.06686666466947,-0.0181369328261376,-0.105052713640666
"104",2003-08-01,43.7923250564334,"ip","cr",0.0413,3.77945857500628,3.68965189496894,0.887579791396842,0.415394610750308,6.77838404042537,8.30953994635637,0.0195012479607018,-0.0632367389149504
"105",2003-09-01,43.9858110287004,"ip","cr",0.0413,3.78386710529105,3.69087036715576,0.440853028476607,0.121847218682003,7.06175672139535,8.03471865602785,0.0131749399445171,-0.0401833279003222
"106",2003-10-01,44.1792970009674,"ip","cr",0.0413,3.78825628570981,3.70249277401294,0.438918041876279,1.16224068571786,6.95143838846906,8.53932182756933,-0.0298732251906574,-0.0655795860348415
"107",2003-11-01,44.4695259593679,"ip","cr",0.0413,3.79480414468094,3.7165960315559,0.654785897113142,1.41032575429589,6.9821972995737,8.9063413004705,-0.0312037961016477,-0.0794671472370378
"108",2003-12-01,44.598516607546,"ip","cr",0.0413,3.7977005985524,3.72909766860818,0.289645387145665,1.25016370522792,6.57443575311203,9.40685692996288,-0.0396694065367973,-0.11697899460394
"109",2004-01-01,45.0177362141245,"ip","cr",0.0413,3.80705655020996,3.74606495537523,0.93559516575592,1.69672867670547,6.66419734859414,10.4618172635677,-0.0314348140022165,-0.156841702488409
"110",2004-02-01,45.5336988068365,"ip","cr",0.0413,3.81845268494083,3.75888857969616,1.13961347308695,1.2823624320927,6.51052539382317,10.9286807827298,-0.00589553200693727,-0.182469817561845
"111",2004-03-01,45.694937117059,"ip","cr",0.0413,3.82198750657832,3.76342888261494,0.35348216374933,0.454030291878293,6.48679096543012,10.7501978969112,-0.00415263769172618,-0.176078706270169
"112",2004-04-01,46.1786520477265,"ip","cr",0.0413,3.83251761440823,3.77244810948179,1.05301078299105,0.901922686684919,7.0140776686241,10.6982980912336,0.00623993837744313,-0.152158303453773
"113",2004-05-01,46.5333763302161,"ip","cr",0.0413,3.84016982566151,3.77915954406978,0.765221125327997,0.671143458798662,7.62959816719277,10.8462062713321,0.00388540762766155,-0.132845914700954
"114",2004-06-01,46.8236052886166,"ip","cr",0.0413,3.84638746227238,3.78980502051773,0.621763661087016,1.06454764479529,7.95263121030625,11.2420207738159,-0.0182869785271517,-0.135851788972948
"115",2004-07-01,47.4363108674621,"ip","cr",0.0413,3.85938798748908,3.80273670757628,1.30005252166963,1.29316870585532,8.88052103967643,11.7238758714846,0.000284301593130878,-0.11743055455368
"116",2004-08-01,47.5975491776846,"ip","cr",0.0413,3.86278127204806,3.81227297403652,0.339328455898036,0.953626646023986,8.33226970417762,12.2621079067583,-0.0253705152522018,-0.162302317766583
"117",2004-09-01,47.6620445017736,"ip","cr",0.0413,3.86413536839579,3.82000829408494,0.135409634772943,0.773532004842048,8.02682631047396,12.9137926929184,-0.026354453883854,-0.201831711594954
"118",2004-10-01,48.0812641083521,"ip","cr",0.0413,3.87289258165238,3.82747181097802,0.875721325659118,0.746351689307945,8.46362959425679,12.4979036965085,0.00534296598130345,-0.166615520422993
"119",2004-11-01,48.5004837149307,"ip","cr",0.0413,3.88157377139743,3.84139608658278,0.868118974504695,1.39242756047544,8.67696267164835,12.480005502688,-0.0216539446005918,-0.157065668921938
"120",2004-12-01,48.6939696871977,"ip","cr",0.0413,3.88555519669661,3.85243901576186,0.398142529918477,1.10429291790806,8.78545981442116,12.3341347153681,-0.0291640110239696,-0.14656027340911
"121",2005-01-01,49.0809416317317,"ip","cr",0.0413,3.89347080530927,3.87193281044286,0.791560861266127,1.94937946810012,8.64142550993137,12.5867855067628,-0.0478179084622439,-0.162943367869137
"122",2005-02-01,49.6613995485327,"ip","cr",0.0413,3.90522796229532,3.88264539394023,1.17571569860435,1.07125834973716,8.67752773544876,12.3756814244072,0.00431408850821507,-0.152733747353985
"123",2005-03-01,50.0483714930667,"ip","cr",0.0413,3.91298996763081,3.89105385188964,0.776200533548899,0.840845794940659,9.10024610524833,12.7624969274696,-0.0026698492954797,-0.151250958957738
"124",2005-04-01,50.4998387616898,"ip","cr",0.0413,3.92197014343839,3.90057773340089,0.89801758075847,0.952388151125527,8.94525290301575,12.8129623919102,-0.00224550455615946,-0.159736401891341
"125",2005-05-01,50.6933247339568,"ip","cr",0.0413,3.92579423987679,3.91411133213718,0.382409643840331,1.35335987362915,8.56244142152809,13.4951788067407,-0.040100244490278,-0.203722054009281
"126",2005-06-01,51.0480490164463,"ip","cr",0.0413,3.93276732676865,3.91877606362784,0.697308689186027,0.46647314906556,8.6379864496271,12.897104311011,0.00953350780697527,-0.175901567675154
"127",2005-07-01,51.4995162850693,"ip","cr",0.0413,3.94157241510265,3.93149299801318,0.880508833400029,1.27169343853399,8.2184427613575,12.8756290436896,-0.0161559241920328,-0.192341793460317
"128",2005-08-01,51.9187358916478,"ip","cr",0.0413,3.94967972486615,3.9438611511084,0.810730976349605,1.23681530952235,8.68984528180907,13.158817707188,-0.0175972829600345,-0.18456856116815
"129",2005-09-01,52.1122218639149,"ip","cr",0.0413,3.95339950596868,3.94556167112141,0.371978110253224,0.170052001300425,8.92641375728935,12.5553377036464,0.0083395482997506,-0.149874558984545
"130",2005-10-01,52.1444695259594,"ip","cr",0.0413,3.95401812646475,3.95794456855981,0.0618620496065869,1.23828974383984,8.11255448123682,13.0472757581783,-0.0485864637718333,-0.203803988737682
"131",2005-11-01,52.2412125120929,"ip","cr",0.0413,3.95587169511407,3.97403665723417,0.185356864932329,1.60920886743647,7.42979237166446,13.2640570651393,-0.0588050877034212,-0.240955131840512
"132",2005-12-01,52.4669461464044,"ip","cr",0.0413,3.96018337410668,3.98407781873366,0.431167899260787,1.00411614994904,7.46281774100677,13.1638802971803,-0.0236627627534249,-0.235453883569967
"133",2006-01-01,52.6604321186714,"ip","cr",0.0413,3.96386435985811,3.99581610249821,0.368098575142728,1.17382837645494,7.03935545488337,12.3883292055351,-0.0332766407941945,-0.220912615901917
"134",2006-02-01,53.0280554659787,"ip","cr",0.0413,3.97082112191137,4.00457476068908,0.695676205325846,0.875865819086874,6.55931596160486,12.1929366748848,-0.00744183104833046,-0.232668535458463
"135",2006-03-01,53.1441470493389,"ip","cr",0.0413,3.97300797735706,4.00635285504091,0.218685544569341,0.177809435182841,6.0018009726253,11.529900315127,0.00168818331766248,-0.228310502845321
"136",2006-04-01,53.4343760077394,"ip","cr",0.0413,3.97845428431421,4.01060742625217,0.544630695714599,0.425457121126449,5.64841408758143,11.0029692851279,0.00492186863049057,-0.221143129658671
"137",2006-05-01,53.789100290229,"ip","cr",0.0413,3.98507084980633,4.02622863025789,0.66165654921293,1.56212040057175,5.92766099295403,11.2117298120705,-0.0371891570611194,-0.218232042229512
"138",2006-06-01,53.9503386004515,"ip","cr",0.0413,3.98806396787447,4.03576159091661,0.299311806813174,0.953296065872422,5.52966411058118,11.6985527288774,-0.027009549899147,-0.254775099935634
"139",2006-07-01,54.240567558852,"ip","cr",0.0413,3.99342910742054,4.04503363536512,0.536513954606921,0.927204444850283,5.18566923178807,11.3540637351937,-0.0161355172470508,-0.254754692990652
"140",2006-08-01,54.434053531119,"ip","cr",0.0413,3.99698994204355,4.05371232507976,0.35608346230096,0.867868971464869,4.73102171773943,10.9851173971362,-0.0211367415284694,-0.258294151559087
"141",2006-09-01,54.434053531119,"ip","cr",0.0413,3.99698994204355,4.05218625441479,0,-0.15260706649709,4.3590436074862,10.6624583293387,0.00630267184632983,-0.260331028012508
"142",2006-10-01,54.498548855208,"ip","cr",0.0413,3.99817407480476,4.05405113585719,0.118413276121654,0.186488144239494,4.41559483400127,9.61065672973835,-0.00281149205326679,-0.214556056293942
"143",2006-11-01,54.7887778136085,"ip","cr",0.0413,4.00348538855957,4.06416244546151,0.531131375481264,1.01113096043202,4.7613693445502,9.0125788227339,-0.0198239828584661,-0.175574951448987
"144",2006-12-01,55.2402450822315,"ip","cr",0.0413,4.01169176521176,4.07433852793574,0.820637665218804,1.0176082474227,5.15083911050822,9.02607092020755,-0.00813488504502076,-0.160047073740582
"145",2007-01-01,55.5949693647211,"ip","cr",0.0413,4.01809271811128,4.08375463781419,0.640095289951859,0.941610987845465,5.42283582531735,8.79385353159807,-0.0124525983230059,-0.139223031269394
"146",2007-02-01,56.0786842953886,"ip","cr",0.0413,4.02675578124193,4.08720150212138,0.866306313064413,0.344686430718433,5.59346593305592,8.26267414322963,0.021542901140889,-0.110238299080174
